NÚMERO DE VACAS,STOC,ÍNDICE,TOURO NAAB,NAAB,NOME CURTO,INB %,NAAB,NOME CURTO,INB %,NAAB,NOME CURTO,INB %
23578,CN,-133,029HO16955,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.31,011HO17399,AltaINSPIRE 4,0.00
23580,CN,-49,029HO17573,011HO17399,AltaINSPIRE 4,2.05,011HO17721,AltaYOSHI,0.77,011HO17733,AltaFANZONE,2.47
23582,CN,188,551HO03800,011HO17721,AltaYOSHI,0.64,011HO17399,AltaINSPIRE 4,1.21,011HO17733,AltaFANZONE,1.26
23585,CN,29,203HO01468,011HO17399,AltaINSPIRE 4,2.25,011HO17721,AltaYOSHI,1.75,011HO17733,AltaFANZONE,3.08
23586,CN,-213,799HO00016,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
23588,CN,372,029HO19773,011HO17733,AltaFANZONE,4.33,011HO17399,AltaINSPIRE 4,2.44,011HO17721,AltaYOSHI,1.77
23591,CN,-144,200HO11674,011HO17733,AltaFANZONE,0.23,011HO17721,AltaYOSHI,0.08,011HO17399,AltaINSPIRE 4,0.20
23598,CN,-345,029HO13846,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.00,,,
23600,CN,319,029HO19812,011HO17733,AltaFANZONE,4.94,011HO17399,AltaINSPIRE 4,2.79,011HO17721,AltaYOSHI,2.90
23604,CN,68,029HO18296,011HO17733,AltaFANZONE,3.90,011HO17721,AltaYOSHI,1.93,,,
23609,CN,247,029HO19105,011HO17733,AltaFANZONE,3.26,011HO17721,AltaYOSHI,2.16,,,
23610,CN,67,029HO18708,011HO17399,AltaINSPIRE 4,3.27,011HO17721,AltaYOSHI,2.12,011HO17733,AltaFANZONE,2.84
23614,CN,264,029HO19448,011HO17733,AltaFANZONE,3.29,011HO17399,AltaINSPIRE 4,2.29,011HO17721,AltaYOSHI,2.81
23616,CN,330,029HO19448,011HO17733,AltaFANZONE,3.99,011HO17399,AltaINSPIRE 4,2.72,011HO17721,AltaYOSHI,3.40
23618,CN,215,029HO19398,011HO17721,AltaYOSHI,1.96,011HO17399,AltaINSPIRE 4,3.51,011HO17733,AltaFANZONE,3.42
23620,CN,-15,029HO17607,011HO17399,AltaINSPIRE 4,0.82,011HO17721,AltaYOSHI,1.23,011HO17733,AltaFANZONE,1.43
23623,CN,-398,029HO13601,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.00
23627,CN,-174,202HO00742,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
23629,CN,300,029HO19235,011HO17733,AltaFANZONE,2.64,011HO17399,AltaINSPIRE 4,2.10,011HO17721,AltaYOSHI,1.66
23631,CN,160,001HO15055,011HO17721,AltaYOSHI,3.66,011HO17733,AltaFANZONE,3.08,011HO17399,AltaINSPIRE 4,5.44
23636,CN,-86,029HO16955,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.61,011HO17399,AltaINSPIRE 4,0.00
23637,CN,301,029HO19527,011HO17733,AltaFANZONE,5.62,011HO17721,AltaYOSHI,2.69,,,
23640,CN,-65,029HO18689,011HO17399,AltaINSPIRE 4,1.65,011HO17721,AltaYOSHI,0.68,011HO17733,AltaFANZONE,1.18
23642,CN,209,029HO19531,011HO17399,AltaINSPIRE 4,3.21,011HO17733,AltaFANZONE,3.72,011HO17721,AltaYOSHI,2.83
23645,CN,17,200HO10363,011HO17399,AltaINSPIRE 4,0.97,011HO17721,AltaYOSHI,0.49,011HO17733,AltaFANZONE,0.94
23652,CN,376,029HO19629,011HO17733,AltaFANZONE,2.80,011HO17721,AltaYOSHI,1.85,011HO17399,AltaINSPIRE 4,2.06
23657,CN,-36,029HO18611,011HO17733,AltaFANZONE,2.43,011HO17721,AltaYOSHI,1.88,,,
23659,CN,294,029HO19398,011HO17733,AltaFANZONE,3.95,011HO17399,AltaINSPIRE 4,3.35,011HO17721,AltaYOSHI,2.67
23664,CN,90,029HO18296,011HO17733,AltaFANZONE,3.91,011HO17721,AltaYOSHI,1.96,,,
23670,CN,333,029HO19448,011HO17733,AltaFANZONE,3.63,011HO17399,AltaINSPIRE 4,2.44,011HO17721,AltaYOSHI,3.19
24224,CN,116,011HO15935,011HO17721,AltaYOSHI,2.07,011HO17733,AltaFANZONE,2.56,011HO17399,AltaINSPIRE 4,3.11
24225,CN,117,011HO15053,011HO17721,AltaYOSHI,2.39,011HO17733,AltaFANZONE,2.22,011HO17399,AltaINSPIRE 4,2.59
24228,CN,353,097HO42537,011HO17399,AltaINSPIRE 4,6.57,011HO17733,AltaFANZONE,2.62,011HO17721,AltaYOSHI,3.45
24241,CN,220,777HO12238,011HO17721,AltaYOSHI,1.37,011HO17399,AltaINSPIRE 4,2.12,011HO17733,AltaFANZONE,2.65
24249,CN,167,011HO15257,011HO17721,AltaYOSHI,2.73,011HO17733,AltaFANZONE,2.61,011HO17399,AltaINSPIRE 4,3.79
24256,CN,339,007HO15112,011HO17399,AltaINSPIRE 4,2.24,011HO17733,AltaFANZONE,3.37,011HO17721,AltaYOSHI,1.28
24263,CN,164,777HO12238,011HO17721,AltaYOSHI,1.38,011HO17733,AltaFANZONE,2.88,011HO17399,AltaINSPIRE 4,2.27
24288,CN,176,011HO15049,011HO17733,AltaFANZONE,2.32,011HO17399,AltaINSPIRE 4,3.57,011HO17721,AltaYOSHI,2.10
24291,CN,210,009HO15039,011HO17721,AltaYOSHI,2.40,011HO17399,AltaINSPIRE 4,2.57,011HO17733,AltaFANZONE,2.53
24292,CN,455,551HO04034,011HO17733,AltaFANZONE,3.33,011HO17399,AltaINSPIRE 4,3.56,011HO17721,AltaYOSHI,2.24
24294,CN,202,009HO15078,011HO17721,AltaYOSHI,2.75,011HO17399,AltaINSPIRE 4,2.61,011HO17733,AltaFANZONE,3.05
24315,CN,161,014HO15779,011HO17721,AltaYOSHI,1.72,011HO17733,AltaFANZONE,2.68,011HO17399,AltaINSPIRE 4,1.00
24318,CN,281,200HO12374,011HO17721,AltaYOSHI,1.44,011HO17399,AltaINSPIRE 4,2.22,011HO17733,AltaFANZONE,3.31
24323,CN,167,011HO15257,011HO17721,AltaYOSHI,2.73,011HO17733,AltaFANZONE,2.61,011HO17399,AltaINSPIRE 4,3.79
24336,CN,144,007HO13454,011HO17721,AltaYOSHI,2.22,011HO17733,AltaFANZONE,2.36,011HO17399,AltaINSPIRE 4,1.39
24343,CN,316,011HO15789,011HO17399,AltaINSPIRE 4,7.41,011HO17733,AltaFANZONE,3.32,011HO17721,AltaYOSHI,5.05
24376,CN,412,515HO00387,011HO17733,AltaFANZONE,2.74,011HO17399,AltaINSPIRE 4,3.29,011HO17721,AltaYOSHI,2.16
24378,CN,319,777HO12238,011HO17399,AltaINSPIRE 4,3.13,011HO17733,AltaFANZONE,2.96,011HO17721,AltaYOSHI,1.58

