NÚMERO DE VACAS,STOC,ÍNDICE,TOURO NAAB,NAAB,NOME CURTO,INB %,NAAB,NOME CURTO,INB %,NAAB,NOME CURTO,INB %
4322,CN,107,777HO10792,011HO17399,AltaINSPIRE 4,1.65,011HO17721,AltaYOSHI,0.71,011HO17733,AltaFANZONE,1.18
4336,CN,312,200HO11977,011HO17733,AltaFANZONE,2.34,011HO17399,AltaINSPIRE 4,2.08,011HO17721,AltaYOSHI,1.52
4340,CN,301,011HO15789,011HO17721,AltaYOSHI,4.85,011HO17399,AltaINSPIRE 4,6.93,011HO17733,AltaFANZONE,3.27
4342,CN,161,011HO15245,011HO17721,AltaYOSHI,3.98,011HO17733,AltaFANZONE,3.24,011HO17399,AltaINSPIRE 4,4.51
4349,CN,309,007HO15563,011HO17399,AltaINSPIRE 4,2.96,011HO17733,AltaFANZONE,3.66,011HO17721,AltaYOSHI,1.88
4350,CN,-107,200HO12105,011HO17733,AltaFANZONE,0.68,011HO17721,AltaYOSHI,0.17,,,
4351,CN,405,029HO19510,011HO17733,AltaFANZONE,3.57,011HO17399,AltaINSPIRE 4,3.34,011HO17721,AltaYOSHI,2.06
4352,CN,59,011HO12060,011HO17399,AltaINSPIRE 4,2.02,011HO17721,AltaYOSHI,2.53,011HO17733,AltaFANZONE,2.91
4389,CN,149,011HO15703,011HO17721,AltaYOSHI,3.32,011HO17733,AltaFANZONE,3.16,011HO17399,AltaINSPIRE 4,3.18
4415,CN,247,001HO15405,011HO17721,AltaYOSHI,1.63,011HO17733,AltaFANZONE,1.65,,,
4417,CN,280,551HO04707,011HO17721,AltaYOSHI,2.09,011HO17399,AltaINSPIRE 4,3.20,011HO17733,AltaFANZONE,2.75
4426,CN,379,029HO19518,011HO17733,AltaFANZONE,2.36,011HO17721,AltaYOSHI,1.44,011HO17399,AltaINSPIRE 4,2.42
4432,CN,145,007HO15523,011HO17721,AltaYOSHI,0.83,011HO17733,AltaFANZONE,1.35,,,
4456,CN,157,007HO14320,011HO17721,AltaYOSHI,0.65,011HO17733,AltaFANZONE,1.99,011HO17399,AltaINSPIRE 4,1.43
4476,CN,127,011HO15053,011HO17721,AltaYOSHI,2.54,011HO17733,AltaFANZONE,2.83,011HO17399,AltaINSPIRE 4,3.81
4484,CN,-362,551HO03855,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.00
4502,CN,-21,011HO15703,011HO17399,AltaINSPIRE 4,2.82,011HO17721,AltaYOSHI,2.57,011HO17733,AltaFANZONE,2.33
4505,CN,517,007HO15085,011HO17733,AltaFANZONE,4.08,011HO17399,AltaINSPIRE 4,2.55,011HO17721,AltaYOSHI,1.46
4519,CN,-218,200HO11127,011HO17733,AltaFANZONE,0.96,011HO17721,AltaYOSHI,0.23,,,
4562,CN,324,011HO15365,011HO17721,AltaYOSHI,5.78,011HO17733,AltaFANZONE,3.54,011HO17399,AltaINSPIRE 4,11.67
4564,CN,247,029HO19903,011HO17399,AltaINSPIRE 4,2.52,011HO17733,AltaFANZONE,3.07,011HO17721,AltaYOSHI,2.39
4582,CN,415,200HO11977,011HO17733,AltaFANZONE,2.08,011HO17399,AltaINSPIRE 4,3.45,011HO17721,AltaYOSHI,1.94
4605,CN,-84,777HO03913,011HO17733,AltaFANZONE,0.20,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
4606,CN,356,250HO15156,011HO17733,AltaFANZONE,3.48,011HO17399,AltaINSPIRE 4,2.81,011HO17721,AltaYOSHI,2.90
4608,CN,460,007HO15167,011HO17733,AltaFANZONE,9.84,011HO17399,AltaINSPIRE 4,3.66,011HO17721,AltaYOSHI,3.92
4613,CN,329,007HO15112,011HO17721,AltaYOSHI,2.49,011HO17733,AltaFANZONE,4.88,011HO17399,AltaINSPIRE 4,3.65
4616,CN,315,007HO14320,011HO17733,AltaFANZONE,3.10,011HO17399,AltaINSPIRE 4,2.49,011HO17721,AltaYOSHI,1.27
4642,CN,212,029HO19728,011HO17399,AltaINSPIRE 4,2.59,011HO17733,AltaFANZONE,3.10,011HO17721,AltaYOSHI,1.68
4655,CN,142,250HO14579,011HO17721,AltaYOSHI,0.22,011HO17733,AltaFANZONE,0.56,011HO17399,AltaINSPIRE 4,0.46
4660,CN,-126,007HO13839,011HO17733,AltaFANZONE,0.15,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
4663,CN,153,007HO15430,011HO17721,AltaYOSHI,3.74,011HO17733,AltaFANZONE,6.07,011HO17399,AltaINSPIRE 4,2.91
4664,CN,352,097HO42537,011HO17733,AltaFANZONE,1.40,011HO17399,AltaINSPIRE 4,5.49,011HO17721,AltaYOSHI,2.88
4665,CN,423,551HO04413,011HO17733,AltaFANZONE,2.28,011HO17399,AltaINSPIRE 4,2.02,011HO17721,AltaYOSHI,1.49
4673,CN,228,007HO15266,011HO17721,AltaYOSHI,2.37,011HO17399,AltaINSPIRE 4,2.32,011HO17733,AltaFANZONE,2.90
4675,CN,159,011HO12209,011HO17721,AltaYOSHI,1.47,011HO17733,AltaFANZONE,2.36,011HO17399,AltaINSPIRE 4,2.11
4678,CN,232,011HO15705,011HO17721,AltaYOSHI,2.11,011HO17399,AltaINSPIRE 4,2.94,011HO17733,AltaFANZONE,2.94
4684,CN,195,011HO15245,011HO17721,AltaYOSHI,4.33,011HO17733,AltaFANZONE,3.47,011HO17399,AltaINSPIRE 4,5.09
4685,CN,260,029HO19809,011HO17399,AltaINSPIRE 4,1.99,011HO17733,AltaFANZONE,2.88,011HO17721,AltaYOSHI,2.83
4692,CN,291,200HO11783,011HO17721,AltaYOSHI,0.83,011HO17399,AltaINSPIRE 4,1.28,011HO17733,AltaFANZONE,1.70
4695,CN,225,001HO15515,011HO17733,AltaFANZONE,3.00,011HO17399,AltaINSPIRE 4,2.68,011HO17721,AltaYOSHI,5.36
4699,CN,337,011HO15088,011HO17733,AltaFANZONE,3.18,011HO17399,AltaINSPIRE 4,2.76,011HO17721,AltaYOSHI,1.68
4709,CN,236,011HO15705,011HO17721,AltaYOSHI,1.87,011HO17399,AltaINSPIRE 4,3.13,011HO17733,AltaFANZONE,2.56
4719,CN,418,007HO15085,011HO17733,AltaFANZONE,3.93,011HO17399,AltaINSPIRE 4,1.68,011HO17721,AltaYOSHI,1.04
4720,CN,205,029HO19600,011HO17721,AltaYOSHI,1.27,011HO17399,AltaINSPIRE 4,1.78,011HO17733,AltaFANZONE,3.51
4722,CN,39,200HO11768,011HO17399,AltaINSPIRE 4,1.40,011HO17721,AltaYOSHI,0.83,011HO17733,AltaFANZONE,1.86
4728,CN,83,200HO11850,011HO17399,AltaINSPIRE 4,1.96,011HO17721,AltaYOSHI,1.51,011HO17733,AltaFANZONE,2.35
4732,CN,188,029HO19518,011HO17399,AltaINSPIRE 4,1.79,011HO17733,AltaFANZONE,1.55,011HO17721,AltaYOSHI,0.89
4734,CN,397,009HO15892,011HO17733,AltaFANZONE,7.37,011HO17399,AltaINSPIRE 4,2.79,011HO17721,AltaYOSHI,2.45
4737,CN,191,007HO14320,011HO17721,AltaYOSHI,3.65,011HO17399,AltaINSPIRE 4,2.45,011HO17733,AltaFANZONE,4.09
4739,CN,-26,007HO14460,011HO17399,AltaINSPIRE 4,1.17,011HO17721,AltaYOSHI,0.74,011HO17733,AltaFANZONE,1.58
4742,CN,108,200HO11828,011HO17399,AltaINSPIRE 4,1.11,011HO17721,AltaYOSHI,0.62,011HO17733,AltaFANZONE,1.02
4749,CN,328,777HO12049,011HO17733,AltaFANZONE,2.64,011HO17399,AltaINSPIRE 4,2.73,011HO17721,AltaYOSHI,2.73
4757,CN,164,011HO12422,011HO17721,AltaYOSHI,1.23,011HO17733,AltaFANZONE,2.05,011HO17399,AltaINSPIRE 4,1.63
4762,CN,164,011HO12422,011HO17721,AltaYOSHI,1.71,011HO17733,AltaFANZONE,2.84,011HO17399,AltaINSPIRE 4,2.50
4765,CN,147,011HO12422,011HO17721,AltaYOSHI,1.34,011HO17733,AltaFANZONE,2.51,011HO17399,AltaINSPIRE 4,2.04
4769,CN,424,551HO03823,011HO17733,AltaFANZONE,2.89,011HO17399,AltaINSPIRE 4,2.80,011HO17721,AltaYOSHI,1.58
4787,CN,354,011HO15779,011HO17399,AltaINSPIRE 4,6.08,011HO17733,AltaFANZONE,3.71,011HO17721,AltaYOSHI,3.68
4801,CN,-199,551HO03898,011HO17733,AltaFANZONE,0.10,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
4808,CN,229,200HO12146,011HO17721,AltaYOSHI,1.67,011HO17399,AltaINSPIRE 4,4.81,011HO17733,AltaFANZONE,1.84
4813,CN,280,001HO15055,011HO17721,AltaYOSHI,3.40,011HO17399,AltaINSPIRE 4,4.75,011HO17733,AltaFANZONE,3.02
4816,CN,195,011HO15088,011HO17721,AltaYOSHI,1.60,011HO17399,AltaINSPIRE 4,2.80,011HO17733,AltaFANZONE,3.21
4822,CN,347,011HO15789,011HO17399,AltaINSPIRE 4,6.69,011HO17733,AltaFANZONE,2.47,011HO17721,AltaYOSHI,3.55
4827,CN,193,007HO15132,011HO17721,AltaYOSHI,3.19,011HO17399,AltaINSPIRE 4,3.14,011HO17733,AltaFANZONE,4.98
4832,CN,364,200HO11783,011HO17733,AltaFANZONE,2.24,011HO17399,AltaINSPIRE 4,1.77,011HO17721,AltaYOSHI,1.47
4835,CN,315,029HO19812,011HO17733,AltaFANZONE,3.68,011HO17399,AltaINSPIRE 4,1.76,011HO17721,AltaYOSHI,1.50
4840,CN,338,007HO15112,011HO17721,AltaYOSHI,1.14,011HO17399,AltaINSPIRE 4,1.74,011HO17733,AltaFANZONE,3.38
4841,CN,-25,029HO18689,011HO17399,AltaINSPIRE 4,1.65,011HO17721,AltaYOSHI,0.68,011HO17733,AltaFANZONE,1.18
4848,CN,334,011HO15779,011HO17399,AltaINSPIRE 4,4.57,011HO17733,AltaFANZONE,4.19,011HO17721,AltaYOSHI,3.72
4849,CN,-148,200HO11127,011HO17733,AltaFANZONE,3.11,011HO17721,AltaYOSHI,3.22,,,
4873,CN,-126,007HO13839,011HO17733,AltaFANZONE,0.15,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
4881,CN,375,029HO19773,011HO17733,AltaFANZONE,2.76,011HO17399,AltaINSPIRE 4,1.20,011HO17721,AltaYOSHI,0.86
4902,CN,204,007HO14320,011HO17721,AltaYOSHI,1.24,011HO17399,AltaINSPIRE 4,2.62,011HO17733,AltaFANZONE,2.66
4905,CN,248,799HO00045,011HO17721,AltaYOSHI,0.96,011HO17399,AltaINSPIRE 4,0.87,011HO17733,AltaFANZONE,3.11
4907,CN,183,001HO13813,011HO17721,AltaYOSHI,4.45,011HO17399,AltaINSPIRE 4,3.04,011HO17733,AltaFANZONE,4.39
4913,CN,305,011HO15789,011HO17399,AltaINSPIRE 4,5.78,011HO17733,AltaFANZONE,1.76,011HO17721,AltaYOSHI,3.06
4918,CN,84,011HO12060,011HO17399,AltaINSPIRE 4,2.00,011HO17721,AltaYOSHI,1.41,011HO17733,AltaFANZONE,2.36
4920,CN,161,551HO03379,011HO17721,AltaYOSHI,0.85,011HO17733,AltaFANZONE,1.64,011HO17399,AltaINSPIRE 4,1.12
4921,CN,-126,007HO13839,011HO17733,AltaFANZONE,0.15,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
4931,CN,251,007HO14320,011HO17721,AltaYOSHI,1.34,011HO17399,AltaINSPIRE 4,2.41,011HO17733,AltaFANZONE,3.44
4932,CN,-212,200HO10146,011HO17733,AltaFANZONE,0.48,011HO17721,AltaYOSHI,0.11,011HO17399,AltaINSPIRE 4,0.40
4934,CN,329,007HO15167,011HO17733,AltaFANZONE,9.87,011HO17399,AltaINSPIRE 4,3.69,011HO17721,AltaYOSHI,3.78
4935,CN,396,007HO15266,011HO17399,AltaINSPIRE 4,2.64,011HO17733,AltaFANZONE,2.87,011HO17721,AltaYOSHI,2.68
4937,CN,308,029HO19773,011HO17399,AltaINSPIRE 4,2.07,011HO17733,AltaFANZONE,3.92,011HO17721,AltaYOSHI,1.36
4938,CN,21,029HO17459,011HO17399,AltaINSPIRE 4,1.65,011HO17721,AltaYOSHI,0.85,011HO17733,AltaFANZONE,1.43
4942,CN,157,001HO15476,011HO17721,AltaYOSHI,2.06,011HO17733,AltaFANZONE,2.13,,,
4950,CN,-112,777HO03913,011HO17733,AltaFANZONE,0.20,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
4954,CN,20,777HO10792,011HO17399,AltaINSPIRE 4,1.65,011HO17721,AltaYOSHI,0.65,011HO17733,AltaFANZONE,1.18
4956,CN,253,200HO12146,011HO17721,AltaYOSHI,2.32,011HO17399,AltaINSPIRE 4,5.69,011HO17733,AltaFANZONE,2.99
4974,CN,188,029HO19248,011HO17721,AltaYOSHI,2.00,011HO17733,AltaFANZONE,3.26,,,
4976,CN,421,250HO15513,011HO17733,AltaFANZONE,3.72,011HO17399,AltaINSPIRE 4,2.63,011HO17721,AltaYOSHI,2.28
4977,CN,328,007HO15085,011HO17399,AltaINSPIRE 4,2.02,011HO17733,AltaFANZONE,3.72,011HO17721,AltaYOSHI,0.97
4980,CN,309,777HO11852,011HO17721,AltaYOSHI,1.31,011HO17399,AltaINSPIRE 4,3.15,011HO17733,AltaFANZONE,2.24
4985,CN,211,011HO15088,011HO17721,AltaYOSHI,1.28,011HO17399,AltaINSPIRE 4,2.44,011HO17733,AltaFANZONE,3.03
4988,CN,197,200HO11850,011HO17399,AltaINSPIRE 4,2.96,011HO17733,AltaFANZONE,2.38,011HO17721,AltaYOSHI,1.79
4997,CN,347,799HO00045,011HO17399,AltaINSPIRE 4,0.87,011HO17733,AltaFANZONE,3.00,011HO17721,AltaYOSHI,0.99
5020,CN,306,009HO15892,011HO17733,AltaFANZONE,6.80,011HO17399,AltaINSPIRE 4,2.40,011HO17721,AltaYOSHI,2.13
5031,CN,-34,777HO03913,011HO17399,AltaINSPIRE 4,0.20,011HO17721,AltaYOSHI,0.13,011HO17733,AltaFANZONE,0.43
5035,CN,294,029HO19010,011HO17733,AltaFANZONE,3.39,011HO17721,AltaYOSHI,2.05,,,
5152,CN,262,011HO15088,011HO17721,AltaYOSHI,1.63,011HO17399,AltaINSPIRE 4,2.46,011HO17733,AltaFANZONE,2.96
5164,CN,21,029HO17459,011HO17399,AltaINSPIRE 4,1.65,011HO17721,AltaYOSHI,0.85,011HO17733,AltaFANZONE,1.43
5168,CN,124,001HO15515,011HO17721,AltaYOSHI,4.67,011HO17733,AltaFANZONE,1.45,011HO17399,AltaINSPIRE 4,2.08
5189,CN,-75,180HO92525,011HO17733,AltaFANZONE,1.48,011HO17721,AltaYOSHI,0.62,011HO17399,AltaINSPIRE 4,0.97
5193,CN,346,007HO15085,011HO17399,AltaINSPIRE 4,4.57,011HO17733,AltaFANZONE,3.75,011HO17721,AltaYOSHI,1.51
5201,CN,125,200HO11850,011HO17721,AltaYOSHI,0.88,011HO17733,AltaFANZONE,1.36,011HO17399,AltaINSPIRE 4,1.24
5205,CN,174,007HO15563,011HO17721,AltaYOSHI,1.33,011HO17399,AltaINSPIRE 4,2.72,011HO17733,AltaFANZONE,3.46
5210,CN,134,200HO11768,011HO17721,AltaYOSHI,0.79,011HO17733,AltaFANZONE,1.66,011HO17399,AltaINSPIRE 4,1.18
5212,CN,174,200HO11751,011HO17721,AltaYOSHI,1.46,011HO17399,AltaINSPIRE 4,1.81,011HO17733,AltaFANZONE,2.55
5217,CN,164,200HO11783,011HO17721,AltaYOSHI,0.68,011HO17733,AltaFANZONE,1.71,011HO17399,AltaINSPIRE 4,1.25
5219,CN,256,007HO15563,011HO17399,AltaINSPIRE 4,2.79,011HO17733,AltaFANZONE,3.41,011HO17721,AltaYOSHI,1.62
5220,CN,202,777HO10792,011HO17721,AltaYOSHI,0.97,011HO17399,AltaINSPIRE 4,2.16,011HO17733,AltaFANZONE,1.89
5223,CN,-329,007HO12587,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.00
5227,CN,214,011HO15703,011HO17721,AltaYOSHI,2.89,011HO17399,AltaINSPIRE 4,3.18,011HO17733,AltaFANZONE,2.79
5229,CN,179,007HO14320,011HO17721,AltaYOSHI,0.65,011HO17399,AltaINSPIRE 4,1.43,011HO17733,AltaFANZONE,1.94
5237,CN,28,200HO11828,011HO17399,AltaINSPIRE 4,0.69,011HO17721,AltaYOSHI,0.54,011HO17733,AltaFANZONE,0.97
5242,CN,-233,200HO11127,011HO17733,AltaFANZONE,0.96,011HO17721,AltaYOSHI,0.23,,,
5245,CN,192,007HO15266,011HO17721,AltaYOSHI,1.82,011HO17399,AltaINSPIRE 4,1.21,011HO17733,AltaFANZONE,2.00
5248,CN,354,551HO04707,011HO17733,AltaFANZONE,2.34,011HO17399,AltaINSPIRE 4,2.94,011HO17721,AltaYOSHI,1.93
5249,CN,-35,029HO19215,011HO17399,AltaINSPIRE 4,1.98,011HO17721,AltaYOSHI,1.19,011HO17733,AltaFANZONE,2.16
5260,CN,405,029HO19664,011HO17399,AltaINSPIRE 4,2.96,011HO17733,AltaFANZONE,4.33,011HO17721,AltaYOSHI,2.03
5270,CN,-294,799HO00003,011HO17733,AltaFANZONE,1.16,011HO17399,AltaINSPIRE 4,1.01,011HO17721,AltaYOSHI,0.28
5276,CN,-6,200HO11828,011HO17399,AltaINSPIRE 4,0.69,011HO17721,AltaYOSHI,0.32,011HO17733,AltaFANZONE,0.87
5284,CN,106,011HO12422,011HO17399,AltaINSPIRE 4,1.63,011HO17721,AltaYOSHI,1.22,011HO17733,AltaFANZONE,2.10
5306,CN,277,029HO19105,011HO17733,AltaFANZONE,3.66,011HO17721,AltaYOSHI,2.45,,,
5311,CN,196,777HO10792,011HO17721,AltaYOSHI,1.08,011HO17399,AltaINSPIRE 4,2.21,011HO17733,AltaFANZONE,2.00
5314,CN,338,250HO14134,011HO17399,AltaINSPIRE 4,1.72,011HO17733,AltaFANZONE,5.46,011HO17721,AltaYOSHI,2.16
5317,CN,96,097HO42142,011HO17399,AltaINSPIRE 4,0.99,011HO17721,AltaYOSHI,0.49,011HO17733,AltaFANZONE,1.15
5322,CN,301,200HO11783,011HO17399,AltaINSPIRE 4,2.32,011HO17733,AltaFANZONE,2.67,011HO17721,AltaYOSHI,1.53
5329,CN,264,011HO15559,011HO17721,AltaYOSHI,3.78,011HO17399,AltaINSPIRE 4,4.07,011HO17733,AltaFANZONE,3.93
5334,CN,42,007HO13598,011HO17733,AltaFANZONE,2.66,011HO17721,AltaYOSHI,1.71,,,
5337,CN,390,250HO14134,011HO17733,AltaFANZONE,4.85,011HO17399,AltaINSPIRE 4,1.22,011HO17721,AltaYOSHI,0.80
5346,CN,257,011HO15088,011HO17721,AltaYOSHI,1.89,011HO17399,AltaINSPIRE 4,2.69,011HO17733,AltaFANZONE,3.27
5351,CN,200,250HO15208,011HO17721,AltaYOSHI,0.74,011HO17399,AltaINSPIRE 4,1.23,011HO17733,AltaFANZONE,3.24
5353,CN,234,001HO15515,011HO17399,AltaINSPIRE 4,2.51,011HO17733,AltaFANZONE,2.16,011HO17721,AltaYOSHI,5.24
5359,CN,277,029HO20159,011HO17721,AltaYOSHI,1.18,011HO17399,AltaINSPIRE 4,2.10,011HO17733,AltaFANZONE,2.19
5361,CN,-16,007HO15427,011HO17399,AltaINSPIRE 4,0.82,011HO17721,AltaYOSHI,0.58,011HO17733,AltaFANZONE,1.15
5368,CN,124,007HO15266,011HO17721,AltaYOSHI,1.90,011HO17733,AltaFANZONE,2.00,011HO17399,AltaINSPIRE 4,1.21
5369,CN,5,094HO19766,011HO17733,AltaFANZONE,2.02,011HO17721,AltaYOSHI,1.06,,,
5375,CN,261,011HO15088,011HO17721,AltaYOSHI,2.97,011HO17399,AltaINSPIRE 4,2.84,011HO17733,AltaFANZONE,3.68
5378,CN,-22,777HO10792,011HO17399,AltaINSPIRE 4,1.65,011HO17721,AltaYOSHI,0.65,011HO17733,AltaFANZONE,1.18
5380,CN,269,011HO15779,011HO17721,AltaYOSHI,4.11,011HO17399,AltaINSPIRE 4,4.66,011HO17733,AltaFANZONE,4.92
5382,CN,127,011HO15088,011HO17721,AltaYOSHI,1.05,011HO17733,AltaFANZONE,2.07,011HO17399,AltaINSPIRE 4,1.63
5384,CN,73,007HO15825,011HO17399,AltaINSPIRE 4,1.26,011HO17721,AltaYOSHI,0.71,011HO17733,AltaFANZONE,1.35
5389,CN,-329,007HO12587,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.00
5392,CN,-71,777HO03913,011HO17733,AltaFANZONE,0.23,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
5398,CN,160,011HO15682,011HO17721,AltaYOSHI,1.19,011HO17733,AltaFANZONE,1.71,011HO17399,AltaINSPIRE 4,1.59
5399,CN,303,011HO15779,011HO17721,AltaYOSHI,3.35,011HO17399,AltaINSPIRE 4,3.73,011HO17733,AltaFANZONE,4.07
5400,CN,95,007HO12638,011HO17733,AltaFANZONE,2.30,011HO17721,AltaYOSHI,1.37,,,
5405,CN,338,011HO15682,011HO17721,AltaYOSHI,1.11,011HO17399,AltaINSPIRE 4,1.71,011HO17733,AltaFANZONE,5.08
5406,CN,103,011HO12377,011HO17399,AltaINSPIRE 4,2.62,011HO17721,AltaYOSHI,4.01,011HO17733,AltaFANZONE,3.47
5407,CN,222,001HO15515,011HO17399,AltaINSPIRE 4,2.08,011HO17733,AltaFANZONE,1.40,011HO17721,AltaYOSHI,4.70
5412,CN,288,011HO15789,011HO17399,AltaINSPIRE 4,6.45,011HO17733,AltaFANZONE,1.99,011HO17721,AltaYOSHI,3.42
5413,CN,250,001HO14018,011HO17733,AltaFANZONE,2.23,011HO17399,AltaINSPIRE 4,3.63,011HO17721,AltaYOSHI,2.25
5420,CN,129,029HO18708,011HO17721,AltaYOSHI,2.06,011HO17733,AltaFANZONE,2.89,011HO17399,AltaINSPIRE 4,3.27
5425,CN,269,011HO15245,011HO17733,AltaFANZONE,3.57,011HO17399,AltaINSPIRE 4,4.13,011HO17721,AltaYOSHI,4.02
5426,CN,-181,007HO13839,011HO17733,AltaFANZONE,0.05,011HO17721,AltaYOSHI,0.08,011HO17399,AltaINSPIRE 4,0.00
5433,CN,49,551HO03305,011HO17399,AltaINSPIRE 4,0.63,011HO17721,AltaYOSHI,0.54,011HO17733,AltaFANZONE,1.01
5439,CN,255,011HO15789,011HO17721,AltaYOSHI,3.09,011HO17399,AltaINSPIRE 4,5.95,011HO17733,AltaFANZONE,1.95
5440,CN,51,551HO03379,011HO17399,AltaINSPIRE 4,1.12,011HO17721,AltaYOSHI,0.85,011HO17733,AltaFANZONE,1.67
5442,CN,-213,799HO00016,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
5444,CN,142,200HO11828,011HO17721,AltaYOSHI,0.68,011HO17733,AltaFANZONE,1.33,011HO17399,AltaINSPIRE 4,1.31
5445,CN,196,011HO12370,011HO17721,AltaYOSHI,4.43,011HO17399,AltaINSPIRE 4,3.44,011HO17733,AltaFANZONE,4.58
5446,CN,117,011HO15682,011HO17721,AltaYOSHI,0.85,011HO17733,AltaFANZONE,1.40,011HO17399,AltaINSPIRE 4,1.36
5448,CN,313,011HO15789,011HO17399,AltaINSPIRE 4,7.11,011HO17733,AltaFANZONE,3.02,011HO17721,AltaYOSHI,3.87
5459,CN,-49,777HO03913,011HO17399,AltaINSPIRE 4,0.20,011HO17721,AltaYOSHI,0.05,011HO17733,AltaFANZONE,0.43
5462,CN,102,011HO15703,011HO17399,AltaINSPIRE 4,3.18,011HO17721,AltaYOSHI,3.10,011HO17733,AltaFANZONE,2.98
5469,CN,245,200HO11783,011HO17721,AltaYOSHI,0.56,011HO17399,AltaINSPIRE 4,0.84,011HO17733,AltaFANZONE,1.23
5480,CN,149,011HO15245,011HO17721,AltaYOSHI,3.75,011HO17733,AltaFANZONE,3.13,011HO17399,AltaINSPIRE 4,3.72
5488,CN,233,200HO11387,011HO17721,AltaYOSHI,1.83,011HO17733,AltaFANZONE,2.85,,,
5489,CN,179,011HO12370,011HO17721,AltaYOSHI,4.27,011HO17399,AltaINSPIRE 4,3.24,011HO17733,AltaFANZONE,4.26
5490,CN,175,011HO15361,011HO17721,AltaYOSHI,1.08,011HO17399,AltaINSPIRE 4,1.31,011HO17733,AltaFANZONE,1.62
5509,CN,320,799HO00045,011HO17399,AltaINSPIRE 4,0.87,011HO17733,AltaFANZONE,3.00,011HO17721,AltaYOSHI,0.99
5523,CN,512,551HO04119,011HO17733,AltaFANZONE,2.09,011HO17399,AltaINSPIRE 4,1.73,011HO17721,AltaYOSHI,1.03
5525,CN,223,011HO15789,011HO17721,AltaYOSHI,2.92,011HO17399,AltaINSPIRE 4,5.49,011HO17733,AltaFANZONE,1.40
5533,CN,-329,007HO12587,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.00
5544,CN,417,007HO15085,011HO17733,AltaFANZONE,3.93,011HO17399,AltaINSPIRE 4,1.68,011HO17721,AltaYOSHI,1.04
5551,CN,216,200HO11751,011HO17721,AltaYOSHI,1.71,011HO17399,AltaINSPIRE 4,3.29,011HO17733,AltaFANZONE,2.82
5553,CN,307,777HO11852,011HO17399,AltaINSPIRE 4,3.42,011HO17733,AltaFANZONE,2.63,011HO17721,AltaYOSHI,1.62
5555,CN,176,014HO15367,011HO17721,AltaYOSHI,1.20,011HO17399,AltaINSPIRE 4,1.76,011HO17733,AltaFANZONE,2.03
5562,CN,220,007HO14320,011HO17721,AltaYOSHI,0.92,011HO17399,AltaINSPIRE 4,2.45,011HO17733,AltaFANZONE,2.65
5580,CN,220,011HO15361,011HO17721,AltaYOSHI,0.85,011HO17399,AltaINSPIRE 4,1.11,011HO17733,AltaFANZONE,1.26
5586,CN,238,029HO19903,011HO17721,AltaYOSHI,2.19,011HO17399,AltaINSPIRE 4,2.74,011HO17733,AltaFANZONE,2.97
5611,CN,179,029HO19728,011HO17721,AltaYOSHI,1.20,011HO17399,AltaINSPIRE 4,1.69,011HO17733,AltaFANZONE,2.36
5621,CN,-27,011HO12060,011HO17399,AltaINSPIRE 4,1.62,011HO17721,AltaYOSHI,0.89,011HO17733,AltaFANZONE,2.18
5629,CN,250,029HO19105,011HO17733,AltaFANZONE,2.93,011HO17721,AltaYOSHI,1.95,,,
5630,CN,3,200HO10992,011HO17399,AltaINSPIRE 4,1.74,011HO17721,AltaYOSHI,0.81,011HO17733,AltaFANZONE,1.83
5631,CN,194,011HO15088,011HO17721,AltaYOSHI,1.05,011HO17399,AltaINSPIRE 4,1.63,011HO17733,AltaFANZONE,2.12
5647,CN,295,011HO15088,011HO17399,AltaINSPIRE 4,2.82,011HO17733,AltaFANZONE,2.91,011HO17721,AltaYOSHI,1.68
5678,CN,-34,011HO12377,011HO17399,AltaINSPIRE 4,2.22,011HO17721,AltaYOSHI,3.90,011HO17733,AltaFANZONE,2.87
5711,CN,211,200HO11768,011HO17721,AltaYOSHI,1.51,011HO17399,AltaINSPIRE 4,2.32,011HO17733,AltaFANZONE,2.51
5713,CN,301,011HO15789,011HO17721,AltaYOSHI,4.85,011HO17399,AltaINSPIRE 4,6.93,011HO17733,AltaFANZONE,3.27
5714,CN,317,011HO15088,011HO17733,AltaFANZONE,3.16,011HO17399,AltaINSPIRE 4,2.58,011HO17721,AltaYOSHI,1.77
